Movie/Content Name,S.No.,Movie /Content (Original Language),Language,Type of Content,Availability,Col B&W,Year  30,No. of Episodes,Length,Resolution,CC Grade,Content Owner 1,Content Owner 2,Content Owner 3,Commence Date,Expiry Date,Genre   101,Director 99,Star Cast  18,Music Director  229,Lyricist  380,Singer   437,Agreement Status,Format,Audio bitrate,Audio codec,Video bitrate,Video codec,Path,-,Size_MB,Framerate_fps
Woh Kaun Thi (2006),,,Hindi,Movie,Yes,COL,2006.0,,01:52:00,3840*1620,U/A,Ultra Cable,,,2026-04-01,2027-03-31,"Horror, Thriller",Deepak Ramsay,"Punit Tejwani, Madhu Sharma , Elena Vikram Kumar",Aanchal Talesara,Aanchal Talesara,,Yes,MPEG-4,128 kbps,AAC LC,4070 kbps,av01,U:\MOVIE MASTER\Woh Kaun Thi (2006)\Woh Kaun Thi (2006).mp4,,3367.37,25.0
Woh Main Nahin (1974),,,Hindi,Movie,Yes,COL,1974.0,,0.0990393518518519,640*480,,Cable Master,,,2026-04-01,2027-03-31,"Mystery, Thriller",Mohan Sehgal,"Naveen Nischol, Rekha, Meena Rai, Naaz, Rakesh Pandey, Padmini Kapila, Asha Sachdev, Narendra Nath, Nadira, Iftekhar, Reena Roy",Sonik Omi,Verma Malik,"Asha Bhosle, Mohammed Rafi, Kishore Kumar, Naveen Nishchol",Yes,MPEG-TS,48 kbps,AAC LC,1311 kbps,AVC,U:\MOVIE MASTER\Woh Main Nahin (1974)\Woh Main Nahin (1974).ts,,1459.19,
Woh Paanch Din(2004),,,Hindi,Movie,Yes,COL,2004.0,,02:09:09,1920*1080,,Cable Master,,,2026-04-01,2027-03-31,Psychological Thriller / Romance / Crime Drama.,Bharathiraja.,"Vasigaran, Priyamani",A. R. Rahman.,PK Mishra,"Hariharan, Karthik, Chinmayi Sripada, Harini, Blaaze, and A. R. Rahman",Yes,MPEG-4,128 kbps,AAC LC,2465 kbps,AVC,U:\MOVIE MASTER\Woh Paanch Din(2004)\Woh Paanch Din(2004).mp4,,2400.4,25.0
Woodstock Villa (2008),,,,,,,,,01:32:47,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,2013 kbps,AVC,U:\MOVIE MASTER\Woodstock Villa (2008)\Woodstock Villa (2008).mp4,,1425.25,25.0
Wrong Number (2003),,,,,,,,,01:59:24,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1403 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Wrong Number (2003)\Wrong Number (2003).mp4,,1312.64,24.0
Xcuse Me (2003),,,Hindi,Movie,Yes,COL,2003.0,,0.100439814814815,1920*1080,U,Shemaroo,,,2026-04-01,2027-03-31, Comedy,N. Chandra,"Sharman Joshi, Saahil Khan, Jaya Seal, Mushtaq Khan, Sudhir Dalvi, Snehal Dhabi, Saurabh Shukla, Darshan Jariwala","Darshan, Sanjeev",Abbas Katka,"Shaan, Shreya Ghoshal, Abhijeet, Sunidhi Chauhan, Hema Sardesai, Darshan, Sanjeev, Udit Narayan",Yes,MPEG-4,126 kbps,AAC LC,1282 kbps,AVC,U:\MOVIE MASTER\Xcuse Me (2003)\Xcuse Me (2003).mp4,,1514.77,25.0
Yaadon Ka Mausam (1990),,,Hindi,Movie,Yes,COL,1990.0,,0.0978935185185185,1280*720,,Ultra Cable,,,2026-04-01,2027-03-31,Romance / Drama / Social.,Salahuddin Parvez.,"Ghazal, Vikrant, Kiran Kumar, Saeed Jaffrey, Iftekhar.",AnandN/AMilind.,Salahuddin Parvez,"Anuradha Paudwal, Amit Kumar, Mohammed Aziz, Suresh Wadkar, Bhupinder Singh, and Vijay Benedict. [1, 2, 3, 4, 5]",Yes,MPEG-4,126 kbps,AAC LC,588 kbps,AVC,U:\MOVIE MASTER\Yaadon Ka Mausam (1990)\Yaadon Ka Mausam (1990).mp4,,722.88,25.0
Yaadon Ki Kasam (1985),,,,,,,,,02:04:37,640*480,,,,,,,,,,,,,,MPEG-TS,48 kbps,AAC LC,1305 kbps,AVC,U:\MOVIE MASTER\Yaadon Ki Kasam (1985)\Yaadon Ki Kasam (1985).TS,,1268.87,
Yaar Mera (1972),,,Hindi,Movie,Yes,COL,1971.0,,02:18:48,640*480,,Ultra Cable,,,2026-04-01,2027-03-31,Action,Atma Ram,"Jeetendra, Rakhee, Nazima, Jayant, Helen, Manmohan, Paintal, Sajjan",Shankar Jaikishan,Shankar Jaikishan,"Mohd. Rafi, Suman Kalyanpur, Asha Bhosle, Manna Dey",Yes,MPEG-4,128 kbps,AAC LC,2424 kbps,AVC,U:\MOVIE MASTER\Yaar Mera (1972)\Yaar Mera (1972).mp4,,2536.07,25.0
Yaari Dushmani (1980),,,,,,,,,02:21:36,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,2028 kbps,AVC,U:\MOVIE MASTER\Yaari Dushmani (1980)\Yaari Dushmani (1980).mp4,,2189.97,25.0
Yadon Ki Kasam (1985),,,,,,,,,02:16:02,1920*1080,,,,,,,,,,,,,,Matroska,,AAC LC-SBR,,V_VP9,U:\MOVIE MASTER\Yadon Ki Kasam (1985)\Yadon Ki Kasam (1985).mp4,,1734.9,24.194
Yah Aashiqui Meri (1998),,,,,,,,,01:50:17,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1819 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Yah Aashiqui Meri (1998)\Yah Aashiqui Meri (1998).mp4,,1540.47,24.0
Yahudi (1958),,,Hindi,Movie,Yes,B&W,1958.0,,02:30:47,640*420,U,Shemaroo,,,2026-04-01,2027-03-31,"Action,Drama,Romance",Bimal Roy,"Dilip Kumar, Meena Kumari, Nazir Hasain, Sohrab Modi, Nigar Sultana, Anwar Hussan, Helen, Murad, Tiwari, Cuckoo, Minu Mumtaz, Naaz, Kamala",Shankar Jaikishan,"Hasrat Jaipuri, Shailendra","Geeta Dutt, Lata Mangeshkar, Mohammed Rafi, Mukesh",Yes,MPEG-4,126 kbps,AAC LC,1311 kbps,AVC,U:\MOVIE MASTER\Yahudi (1958)\Yahudi (1958).mp4,,1553.29,25.0
Yakeen (1969),,,,,,,,,02:19:36,1280*720,,,,,,,,,,,,,,MPEG-4,317 kbps,AAC LC,3754 kbps,AVC,U:\MOVIE MASTER\Yakeen (1969)\Yakeen (1969).mp4,,4067.88,25.0
Yamraaj Ek Faulad (2003),,,Hindi Dubed,Movie,Yes,COL,2003.0,,02:03:26,1280*720,,Eagle,,,2026-04-01,2027-03-31,Action / Masala / Drama.,S. S. Rajamouli.,"Jr. Ntr, Bhoomika Chawla, Ankitha",M. M. Keeravani.,Nawab Arzoo,"Shreya Ghoshal, M. M. Keeravani, Udit Narayan, Kumar Sanu, and Vinod Rathod",Yes,Matroska,,AAC LC-SBR,,V_MPEG4/ISO/AVC,U:\MOVIE MASTER\Yamraaj Ek Faulad (2003)\Yamraaj Ek Faulad (2003).mp4,,948.64,25.0
Yari Dushmani (1980),,,,,,,,,02:17:45,1920*1080,,,,,,,,,,,,,,Matroska,,AAC LC-SBR,,V_VP9,U:\MOVIE MASTER\Yari Dushmani (1980)\Yari Dushmani (1980).mp4,,1648.72,
Yash (1996),,,Hindi,Movie,Yes,COL,1996.0,,0.0896875,1920*1080,,Ultra Cable,,,2026-04-01,2027-03-31,Musical,Sharad Sharan,"Bijay Anand, Kartika Rane, Mangal Dhillon, Sonu Walia",Tabun Sutradhar,Tabun Sutradhar,"Abhijeet, Alisha Chinoy, Jojo Khan, Kumar Sanu, Sadhana Sargam, Udit Narayan",Yes,MPEG-4,128 kbps,AAC LC,419 kbps,AVC,U:\MOVIE MASTER\Yash (1996)\Yash (1996).mp4,,508.68,25.0
Yauvan Ke Lootere (2007),,,Hindi,Movie,Yes,COL,2007.0,,,,A,Shemaroo,,,2026-04-01,2027-03-31,Erotic / Crime / Suspense Thriller.,Dilip Gautam.,,Bhushan Nagdive.,,"Priti Sinha, Manoj Burman, Madhu Gandhi, and Kabul Ajay",Yes,,,,,,,,,
Ye Gulistan Hamara (1972),,,,,,,,,02:13:08,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,2215 kbps,AVC,U:\MOVIE MASTER\Ye Gulistan Hamara (1972)\Ye Gulistan Hamara (1972).mp4,,2237.25,25.0
Ye Hai Stree Shakti,,,,,,,,,01:38:19,1920*1080,,,,,,,,,,,,,,Matroska,,AAC LC,,V_VP9,U:\MOVIE MASTER\Ye Hai Stree Shakti (2019)\Ye Hai Stree Shakti.mp4,,1260.6,25.0
Ye Hai Stree Shakti (2019),,,Hindi,Movie,Yes,COL,2019.0,,,,,Ultra Cable,,,2026-04-01,2027-03-31,Devotional / Social Drama. [1],Dharmesh Tiwari,"Reena Roy, Nishigandha Wad, Gautam Aadarsh, Vishnu Sharma",Ravindra Jain.,Ravindra Jain,Ravindra Jain,Yes,,,,,,,,,
Ye Kaisa Pal Do Pal Ka Pyar ( 2016),,,,,,,,,01:22:18,1920*1080,,,,,,,,,,,,,,MPEG-4,317 kbps,AAC LC,9997 kbps,AVC,U:\MOVIE MASTER\Ye Kaisa Pal Do Pal Ka Pyar (2016)\Ye Kaisa Pal Do Pal Ka Pyar ( 2016).mp4,,6074.63,25.0
Ye Kaisa Pal Do Pal Ka Pyar (2016),,,Hindi,Movie,Yes,COL,2016.0,,0.0571527777777778,1920*1080,,Cable Master,,,2026-04-01,2027-03-31,,Sanjeev Vedwan,"Sachit Kumar,Narendra Kapasime, Babloo Tyagi, Padam Sarahi , Seema",Aman Shlok,Narendra Kepsime,"Pamela Jain,Samita Adhikari,Priyanka Malaya",Yes,,,,,,,,,
Ye Kaisa Pyar Ka Rishta (2001),,,Hindi Dubed,Movie,Yes,COL,2001.0,,02:22:40,752*420,,Cable Master,,,2026-04-01,2027-03-31,Drama / Romantic Thriller / Comedy.,Sundar C,"Prabhu Deva, Karthik, Anjala Zaveri, Deepa Venkat",Deva.,Nawab Arzoo,"Kumar Sanu, Alka Yagnik, Kavita Krishnamurthy, and Hariharan",Yes,,,,,,,,,
Ye Rishta Na Toote (1981),,,Hindi,Movie,Yes,COL,1981.0,,02:19:45,1920*1080,,Cable Master,,,2026-04-01,2027-03-31,,K. Vijayan,"Rajendra Kumar, Mala Sinha, Vinod Mehra, Bindiya Goswami, Raj Babbar, Shakti Kapoor, Jagdeep, Kalpana Iyer, Johny Lever, Bindiya","Kalayanji, Anandji","Anjaan, Maya Govind","Alka Yagnik, Anuradha Paudwal, Asha Bhosle, Mahendra Kapoor, Manhar Udhas, Suresh Wadkar",Yes,Matroska,,AAC LC,,V_VP9,U:\MOVIE MASTER\Ye Rishta Na Toote (1981)\Ye Rishta Na Toote (1981).mp4,,912.8,
Yeh Aashiqui Meri (1998),,,,,,,,,01:50:17,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1819 kbps,AVC,U:\MOVIE MASTER\Yeh Aashiqui Meri (1998)\Yeh Aashiqui Meri (1998).mp4,,1540.47,24.0
Yeh Hai Zindagi (1977),,,,,,,,,02:14:10,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,972 kbps,AVC,U:\MOVIE MASTER\Yeh Hai Zindagi (1977)\Yeh Hai Zindagi (1977).mp4,,1058.74,25.0
Yeh Ishq Nahin Aasaan (1984),,,,,,,,,02:19:01,1440*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1894 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Yeh Ishq Nahin Aasaan (1984)\Yeh Ishq Nahin Aasaan (1984).mp4,,2016.07,24.0
Yeh Ishq Sarfira (2015),,,Hindi,Movie,Yes,COL,2015.0,,02:09:07,1920*890,,Eagle,,,2026-04-01,2027-03-31,,Varun Khanna,"Akilesh Varma, Oviya Helen,Deepraj Rana","Pranav Vatsa,Pranav Ayaan","Pranav Vatsa,Pranav Ayaan","Nakas Aazmi,Sarodee Borah,Shrpathak.",Yes,Matroska,,AAC LC-SBR-PS,,V_VP9,U:\MOVIE MASTER\Yeh Ishq Sarfira (2015)\Yeh Ishq Sarfira (2015).mp4,,1085.05,25.0
Yeh Jo Mohabbat Hai (2012),,,Hindi,Movie,Yes,COL,2012.0,,0.0979976851851852,1280*720,,Ultra Cable,,,2026-04-01,2027-03-31,Drama,Shree Narayan Singh,"Aditya Samanta, Nazia Hussain, Mohnish Bahl, Rati Agnihotri, Farida Jalal,",Anu Malik,Anu Malik,"Sonu Nigam, Shaan, Shreya Ghoshal, Mohit Chauhan, Suzanne D'Mello, Roop Kumar Rathod, Neeraj Shridhar, Anmol Malik, Alisha Chinai",Yes,MPEG-4,126 kbps,AAC LC,893 kbps,AVC,U:\MOVIE MASTER\Yeh Jo Mohabbat Hai (2012)\Yeh Jo Mohabbat Hai (2012).mp4,,1078.43,25.0
Yeh Kaisa Adhikaar (2009),,,,,,,,,01:53:08,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,4286 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Yeh Kaisa Adhikaar (2009)\Yeh Kaisa Adhikaar (2009).mp4,,3576.72,25.0
Yeh Kaisa Insaaf (1980),,,Hindi,Movie,Yes,COL,1980.0,,02:20:25,640*480,,Ultra Cable,,,2026-04-01,2027-03-31,Family / Social Drama.,Dasari Narayana Rao.,"VINOD MEHRA, SHABANA AZMI, MADAN PURI, Raj Kiran, SARIKA, ASRANI",Ravindra Jain.,Ravindra Jain,"Lata Mangeshkar, Mohammed Rafi, Kishore Kumar, Asha Bhosle, Suresh Wadkar, Hemlata, and Bhushan Mehta",Yes,,,,,,,,,
Yeh Kaisa Pyar Ka Rishta (2001),,,,,,,,,02:22:40,752*420,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1500 kbps,AVC,U:\MOVIE MASTER\Ye Kaisa Pyar Ka Rishta (2001)\Yeh Kaisa Pyar Ka Rishta (2001).mp4,,1668.06,25.0
Yeh Kaisi Hukumat,,,Hindi,Movie,Yes,COL,2025.0,,0.0899074074074074,1920*1080,,Cable Master,,,2026-04-01,2027-03-31,Action,Manoj Kumar,"Vijayakanth, Dileep, Shamita Shetty, Priyanka Trivedi",Bharathwaj,,,Yes,MPEG-4,317 kbps,AAC LC,10000 kbps,AVC,U:\MOVIE MASTER\Yeh Kaisi Hukumat\Yeh Kaisi Hukumat.mp4,,9557.64,25.0
Yeh Lamhe Judaai Ke (2004),,,Hindi,Movie,Yes,COL,2004.0,,02:07:53,1920*1080,V/U,Shemaroo,,,2026-04-01,2027-03-31,"Drama, Mystery, Romance",Birendra Nath Tiwari,,"Nikhil, Vinay","S. R. Bharti, Rani Malik","Kumar Sanu, Sadhana Sargam, Asha Bhosle, Alka Yagnik, Shaan, Udit Narayan",Yes,Matroska,,AAC LC,,V_MPEG4/ISO/AVC,U:\MOVIE MASTER\Yeh Lamhe Judaai Ke (2004)\Yeh Lamhe Judaai Ke (2004).mkv,,3728.35,25.0
Yeh Raat Phir Na Aayegi (1966),,,Hindi,Movie,Yes,COL,1966.0,,,,A,Shemaroo,,,,,"Drama,Mystery,Romance",Brij,"Biswajeet, Sharmila Tagore, Mumtaz, Asit Sen, Prithviraj Kapoor,",O P Nayyar,"Aziz Kashmiri, S H Bihari","Asha Bhosle, Mahendra Kapoor, Mohammed Rafi",Expire,,,,,,,,,
Yeh Raat Phir Na Aayegi (1992),,,Hindi,Movie,Yes,COL,1992.0,,0.0813194444444444,640*480,,Eros,,,2026-04-01,2027-03-31,Horror,Noosarat Sayed,"Jeetendra, Meenakshi Seshadri, Sujit, Anil Dhawan, Neelam Mehra, Aruna Irani",Rajesh Roshan,Rajesh Roshan,"Kavita Krishnamurthy, Mohammed Aziz, Asha Bhosle, Anwar, Alka Yagnik",Yes,MPEG-4,128 kbps,AAC LC,1775 kbps,AVC,U:\MOVIE MASTER\Yeh Raat Phir Na Aayegi (1992)\Yeh Raat Phir Na Aayegi (1992).mp4,,1902.37,25.0
Yeh Raat Phir Na Aaygi (1966),,,,,,,,,02:19:18,1920*1080,,,,,,,,,,,,,,MPEG-4,126 kbps,AAC LC,1140 kbps,AVC,U:\MOVIE MASTER\Yeh Raat Phir Na Aaygi (1966)\Yeh Raat Phir Na Aaygi (1966).mp4,,1264.05,25.0
Yeh Rastey Hain Pyar Ke (1963),,,Hindi,Movie,Yes,B&W,1963.0,,02:30:46,640*480,,Ultra Cable,,,2026-04-01,2027-03-31,"Crime,Drama,Romance",R K Nayyar,"Sunil Dutt, Leela Naidu, Rehman, Ashok Kumar, Man Mohan",Ravi,Ravi,"Asha Bhosle, Mohammed Rafi",Yes,MPEG-4,126 kbps,AAC LC,1043 kbps,AVC,U:\MOVIE MASTER\Yeh Rastey Hain Pyar Ke (1963)\Yeh Rastey Hain Pyar Ke (1963).mp4,,1263.89,25.0
Yeh Vaada Raha (1982),,,,,,,,,02:15:46,1920*1080,,,,,,,,,,,,,,MPEG-4,317 kbps,AAC LC,10504 kbps,AVC,U:\MOVIE MASTER\Yeh Vaada Raha (1982)\Yeh Vaada Raha (1982).mp4,,10512.5,25.0
Yeh Zindagi Kitni Haseen Hai (1966),,,Hindi,Movie,Yes,COL,1966.0,,02:14:21,1280*720,,Ultra Cable,,,2026-04-01,2027-03-31,"Drama,Romance,Thriller",R.K. Nayyar,"Joy Mukherjee, Saira Bano, Ashok Kumar, Madan Puri, Motilal",Ravi,Ravi,"Asha Bhosle, Mohammad Rafi",Yes,MPEG-4,128 kbps,AAC LC,662 kbps,AVC,U:\MOVIE MASTER\Yeh Zindagi Kitni Haseen Hai (1966)\Yeh Zindagi Kitni Haseen Hai (1966).mp4,,762.52,25.0
Yehi Hai Zindagi (1977),,,Hindi,Movie,Yes,COL,1977.0,,0.0903356481481482,1796*1040,,Eros,,,2026-04-01,2027-03-31,"Comedy, Drama",K S Sethumadhavan,"Sanjeev Kumar, Romesh Sharma, Seema Deo, Neeta Mehta, Tamanna, Utpal Dutt, Vikram Gokhale, David, Adil, Ramesh Deo",Rajesh Roshan,Rajesh Roshan,"Lata Mangeshkar, Mohd. Rafi, Asha Bhosle, Kishore Kumar",Yes,,,,,,,,,
Yejamana (2000),,,,,,,,,02:41:26,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1247 kbps,av01,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Yejamana (2000)\Yejamana (2000).mp4,,1593.41,24.0
Yoogan (2015),,Ready To Die,,,,,,,01:44:30,1920*1080,,,,,,,,,,,,,,Matroska,,AAC LC,,V_VP9,U:\MOVIE MASTER\Ready To Die (2015)\Yoogan - Ready To Die.mp4,,558.18,25.0
Youngistaan (2014),,,,,,,,,02:04:48,1280*544,,,,,,,,,,,,,,Matroska,192 kbps,AC3,926 kbps,V_MPEG4/ISO/AVC,U:\MOVIE MASTER\Youngistaan (2014)\Youngistaan (2014).mkv,,1018.65,
Yudh (1985),,,,,,,,,02:32:32,3840*2160,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,7700 kbps,av01,U:\MOVIE MASTER\Yudh (1985)\Yudh (1985).mp4,,8548.05,25.0
Yudhpath (1992),,,,,,,,,02:20:58,600*480,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,492 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Yudhpath (1992)\Yudhpath (1992).mp4,,631.55,25.0
Yugandhar (1993),,,Hindi,Movie,Yes,COL,1993.0,,0.109421296296296,1094*576,U,Shemaroo,,,2026-04-01,2027-03-31,Action/Drama,N. Chandra,"Mithun Chakraborty, Kabir Bedi, Sangeeta Bijlani, Kiran Kumar, Paresh Rawal,",Laxmikant Pyarelal,Anand Bakshi,"Alka Yagnik,Vinod Rathod,Kavita Karishnamurty,Sudesh Bhosle,Amit Kumar,Jolly Mukherjee",Yes,MPEG-4,317 kbps,AAC LC,11507 kbps,AVC,U:\MOVIE MASTER\Yugandhar (1993)\Yugandhar (1993).mp4,,11152.88,25.0
Yun Hota Toh Kya Hota (2006),,,Hindi,Movie,Yes,COL,2006.0,,0.0801736111111111,1920*1088,,Ultra Cable,,,2026-04-01,2027-03-31,Drama,Naseruddin Shah,"Jimmy Shergill, Konkona Sen Sharma, Aayesh Takia, Irrfan Khan, Boman Irani, Suhasini Mulay, Saroj Khan",Viju Shah,Viju Shah,"Madhushree, Kunal Ganjawala, Shreya Ghoshal, Javed Ali, Keerthi Sagathia, Devchand Gadhvi, Paresh Rawal, Joi Barua",Yes,MPEG-4,128 kbps,AAC LC,1977 kbps,AVC,U:\MOVIE MASTER\Yun Hota Toh Kya Hota (2006)\Yun Hota Toh Kya Hota (2006).mp4,,1815.09,25.0
Yuvasena (2015),,,Hindi,Movie,Yes,COL,2015.0,,01:42:05,1280*720,,Ultra Cable,,,2026-04-01,2027-03-31,Vigilante Action / Thriller / Drama.,Jayaraj.,,Jassie Gift.,Sirivennela Seetharama Sastry and Ramajogayya Sastry,"Jassie Gift, Smitha, and Sandeep",Yes,MPEG-4,128 kbps,AAC LC,497 kbps,AVC,U:\MOVIE MASTER\Yuvasena (2015)\Yuvasena (2015).mp4,,459.21,25.0
Yuvraaj (1979),,,Hindi,Movie,Yes,COL,1979.0,,02:33:34,640*480,,Shemaroo,,,2026-04-01,2027-03-31,Action/Adventure,T R Ramanna,"Vinod Khanna, Neetu Singh, Jagdeep, Agha, Kabir Bedi, Aruna Irani",Laxmikant Pyarelal,Anand Bakshi,"Kishore Kumar, Asha Bhosle, Mohammed Rafi, Anuradha Paudwal, Usha Mangeshkar",Yes,Matroska,,AAC LC,,V_VP9,U:\MOVIE MASTER\Yuvraaj (1979)\Yuvraaj (1979).mkv,,13398.58,25.0
Zaalim (1994),,,,,,,,,02:29:27,1920*1080,,,,,,,,,,,,,,Matroska,,AAC LC-SBR,,V_VP9,U:\MOVIE MASTER\Zaalim (1994)\Zaalim (1994).mp4,,687.92,25.0
Zabak (1961),,,Hindi,Movie,Yes,COL,1961.0,,0.109768518518519,1280*720,,Ultra Cable,,,2026-04-01,2027-03-31,"Comedy,Drama,Musical",Homi Wadia,,Chitragupta,Chitragupta,"Balbir, Geeta Dutt, Lata Mangeshkar, Mahendra Kapoor, Mohammed Rafi, Mukesh",Yes,MPEG-4,128 kbps,AAC LC,1267 kbps,AVC,U:\MOVIE MASTER\Zabak (1961)\Zabak (1961).mp4,,1580.83,25.0
Zabardast Gambler (2007),,,,,,,,,01:56:51,1280*720,,,,,,,,,,,,,,MPEG-4,317 kbps,AAC LC,9914 kbps,AVC,U:\MOVIE MASTER\Zabardast Gambler (2007)\Zabardast Gambler (2007).mp4,,8554.49,29.97
Zakhami Insan (2015),,,Hindi Dubed,Movie,Yes,COL,2015.0,,02:38:20,2704*1520,,Cable Master,,,2026-04-01,2027-03-31,"Action, Romance",Babu Yogeswaran,"Jayam Ravi , Renuka Menon , Vadivelu , Shanmugarajan",Yuvan Shankar Raja,Yuvan Shankar Raja,,Yes,,,,,,,,,
Zakhm (1998),,,Hindi,Movie,Yes,COL,1998.0,,01:52:07,1920*816,,Cable Master,,,2026-04-01,2027-03-31,"Action, Romance",M M Kreem,"Ajay Devgn, Sonali Bendre, Pooja Bhatt, Akshay Anand, Ashutosh Rana, Sharat Saxena, Kunal Khemu, Avtar Gill",Anand Bakshi,Anand Bakshi,"Alka Yagnik, Asha Bhosle, Chitra, Kishore Kumar, Kumar Sanu",Yes,MPEG-4,317 kbps,AAC LC,20810 kbps,AVC,U:\MOVIE MASTER\Zakhm (1998)\Zakhm (1998).mp4,,16856.21,25.0
Zakhmee Insaan (1982),,,,,,,,,02:38:20,2704*1520,,,,,,,,,,,,,,MPEG-4,119 kbps,AAC LC,3013 kbps,AVC,U:\MOVIE MASTER\Zakhmee Insaan (1982)\Zakhmee Insaan (1982).mp4,,3554.87,25.0
Zakhmi Aurat (1988),,,Hindi,Movie,Yes,COL,1988.0,,0.104675925925926,1920*1080,V/UA,Shemaroo,,,2026-04-01,2027-03-31,Action,Avtar Bhogal,"Dimple Kapadia, Raj Babbar",Bappi Lahiri,Farooq Qaiser,"Asha Bhosle, Mohammed Aziz, Anuradha Paudwal",Yes,MPEG-4,160 kbps,AAC LC,1298 kbps,AVC,U:\MOVIE MASTER\Zakhmi Aurat (1988)\Zakhmi Aurat (1988).mp4,,1570.86,25.0
Zakhmi Khiladi (2019),,Nenu Lenu,,,,,,,01:58:46,1920*1080,,,,,,,,,,,,,,Matroska,,AAC LC,,V_VP9,U:\MOVIE MASTER\Zakhmi Khiladi - Nenu Lenu (2019)\Zakhmi Khiladi - Nenu Lenu (2019).mp4,,1009.29,25.0
Zakhmi Khiladi - Nenu Lenu (2019),,,Hindi,Movie,Yes,COL,2019.0,,,,,Ultra Cable,,,2026-04-01,2027-03-31,Psychological Thriller / Suspense / Drama.,Ramu Kumar ASK,"Harshith, Sri Padma, Vamsi Krishna, Pandya, Bhiswajithnath, Yugandhar, Rudra Prakash (Nenu Lenu I Lost In Love N/A Telugu)",Aasrith,Ramu Kumar,"Hemachandra Vedala, Rahul Sipligunj, Ramya Behara, Swarag Keerthan, Malavika, and Geetha Madhuri",Yes,,,,,,,,,
Zakhmi Zameen (1990),,,Hindi,Movie,Yes,COL,1990.0,,02:19:03,1920*816,U,Shemaroo,,,2026-04-01,2027-03-31,Action Drama,Mahendra Shah,,Anand Milind,Sameer,"Mohammed Aziz, Kavita Krishnamurthy, Alka Yagnik, Amit Kumar, Sarika Kapoor",Yes,MPEG-4,317 kbps,AAC LC,7666 kbps,AVC,U:\MOVIE MASTER\Zakhmi Zameen (1990)\Zakhmi Zameen (1990).mp4,,7913.31,25.0
Zalim (1980),,,,,,,,,01:59:16,1920*1088,,,,,,,,,,,,,,Matroska,224 kbps,AC3,3500 kbps,V_MPEG4/ISO/AVC,U:\MOVIE MASTER\Zalim (1980)\Zalim (1980).mkv,,3177.4,25.0
Zamaana Deewana (1995),,,Hindi,Movie,Yes,COL,1995.0,,02:57:58,1280*720,U,Shemaroo,,,2026-04-01,2027-03-31,Action/Romance,Ramesh Sippy,"Shahrukh Khan, Jeetendra, Raveena Tandon, Shatrughan Sinha, Anupam Kher,",Nadeem Shravan,Sameer,"Alka Yagnik, Kumar Sanu, Vinod Rathod, Udit Narayan, Sapna Mukherjee, Alisha Chinai, Bali Brahmbhatt",Yes,Matroska,,AAC LC,,V_VP9,U:\MOVIE MASTER\Zamaana Deewana (1995)\Zamaana Deewana (1995).mp4,,1661.21,25.0
Zameen Aasmaan (1972),,,Hindi,Movie,Yes,COL,1972.0,,0.0930902777777778,640*480,,Ultra Cable,,,2026-04-01,2027-03-31,"Drama,Action,Crime",A Veerapaan,"Sunil Dutt, Rekha, Ashok Kumar, Yogita Bali",Kishore Kumar,Kishore Kumar,"Kishore Kumar, Asha Bhosle, Lata Mangeshkar",Yes,MPEG-4,128 kbps,AAC LC,691 kbps,AVC,U:\MOVIE MASTER\Zameen Aasmaan (1972)\Zameen Aasmaan (1972).mp4,,786.59,25.0
Zameen Ke Tare (1960),,,Hindi,Movie,Yes,B&W,1960.0,,0.0783449074074074,640*480,U,Shemaroo,,,2026-04-01,2027-03-31,"Drama,Family",Chandulal J Shah,"Motilal, Achala, Agha, Anwar, Daisy Irani, Honey Irani, Mumtaz",S Mohinder,"Tanveer Naqvi, Anand Bakshi, Pandit Indra","Manna Dey, Asha Bhosle, Mohammed Rafi, Sudha Malhotra",Yes,MPEG-4,126 kbps,AAC LC,493 kbps,AVC,U:\MOVIE MASTER\Zameen Ke Tare (1960)\Zameen Ke Tare (1960).MP4,,502.56,25.0
